FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,LONGITUDE,LATITUDE,AP13,AP14,AP35,AP36,AP41,AP42,AP51,AP52,AP155,AP156,AP161,AP162
0.0,0.0,119.0,2.0,11.0,13.0,1369909489.0,-7592.718600001186,4864984.430299997,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,117.0,2.0,11.0,13.0,1369909423.0,-7587.041400000453,4864986.057800002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-89.0
0.0,0.0,118.0,2.0,11.0,13.0,1369909451.0,-7589.001499999315,4864985.495899998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-91.0
0.0,0.0,121.0,2.0,11.0,13.0,1369909626.0,-7615.527699999511,4864982.2821,-105.0,-105.0,-96.0,-105.0,-105.0,-105.0,-75.0,-80.0,-105.0,-105.0,-71.0,-70.0
0.0,0.0,122.0,2.0,11.0,13.0,1369909823.0,-7632.143599998206,4864982.217100002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-75.0,-105.0,-105.0,-69.0,-69.0
0.0,0.0,123.0,2.0,11.0,13.0,1369909871.0,-7634.50039999932,4864984.319200002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-65.0,-66.0
0.0,0.0,125.0,2.0,11.0,13.0,1369909908.0,-7636.633000001311,4864991.830600001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-73.0,-69.0
0.0,0.0,126.0,2.0,11.0,13.0,1369909936.0,-7637.225699998438,4864993.806299999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-105.0
0.0,0.0,129.0,2.0,11.0,13.0,1369910050.0,-7641.03009999916,4865006.826700002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,127.0,2.0,11.0,13.0,1369909968.0,-7638.84319999814,4864999.3684,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,128.0,2.0,11.0,13.0,1369910012.0,-7639.417199999094,4865001.277099997,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0
0.0,0.0,133.0,2.0,11.0,13.0,1369910450.0,-7638.067699998617,4865000.620200001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0
0.0,0.0,131.0,2.0,11.0,13.0,1369910138.0,-7639.077799998224,4865011.763999999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,130.0,2.0,11.0,13.0,1369910093.0,-7641.624600000679,4865008.901500002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,134.0,2.0,11.0,13.0,1369910509.0,-7632.238800000399,4864988.249200001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-75.0,-105.0,-105.0,-66.0,-66.0
0.0,0.0,132.0,2.0,11.0,13.0,1369910412.0,-7640.976199999452,4865010.659500003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,236.0,2.0,11.0,13.0,1369910785.0,-7650.165600001812,4864937.056900002,-84.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0
0.0,0.0,201.0,2.0,11.0,13.0,1369910587.0,-7645.088700000197,4864948.9595,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-90.0,-105.0,-105.0
0.0,0.0,208.0,2.0,11.0,13.0,1369910839.0,-7656.635699998587,4864938.026000001,-86.0,-81.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-64.0,-105.0,-105.0
0.0,0.0,202.0,2.0,11.0,13.0,1369910664.0,-7643.2014999985695,4864947.990599997,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-85.0,-105.0,-105.0
0.0,0.0,212.0,2.0,11.0,13.0,1369910939.0,-7669.233500000089,4864936.154799998,-92.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-75.0,-74.0,-105.0,-105.0
0.0,0.0,214.0,2.0,11.0,13.0,1369911011.0,-7676.627099998295,4864934.035599999,-105.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-105.0,-87.0,-86.0,-105.0,-105.0
0.0,0.0,209.0,2.0,11.0,13.0,1369910872.0,-7661.735899999738,4864938.303900003,-78.0,-79.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-67.0,-105.0,-105.0
0.0,0.0,211.0,2.0,11.0,13.0,1369910908.0,-7667.339800000191,4864936.697800003,-89.0,-90.0,-105.0,-105.0,-93.0,-105.0,-105.0,-105.0,-74.0,-75.0,-105.0,-105.0
0.0,0.0,213.0,2.0,11.0,13.0,1369910974.0,-7674.955899998546,4864934.514399998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-88.0,-105.0,-105.0
0.0,0.0,237.0,2.0,11.0,13.0,1369911205.0,-7680.134599998593,4864931.4921,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-87.0,-105.0,-105.0
0.0,0.0,216.0,2.0,11.0,13.0,1369911091.0,-7684.28240000084,4864931.8413999975,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,-91.0,-105.0,-105.0
0.0,0.0,215.0,2.0,11.0,13.0,1369911050.0,-7682.543800000101,4864932.339500003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,218.0,2.0,11.0,13.0,1369911162.0,-7685.72349999845,4864929.890299998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
0.0,0.0,234.0,2.0,11.0,13.0,1369911405.0,-7643.993799999356,4864930.197999999,-88.0,-87.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-69.0,-69.0,-105.0,-105.0
0.0,0.0,220.0,2.0,11.0,13.0,1369911308.0,-7661.896899998188,4864934.618799999,-89.0,-84.0,-105.0,-105.0,-95.0,-105.0,-105.0,-105.0,-70.0,-69.0,-105.0,-105.0
0.0,0.0,219.0,2.0,11.0,13.0,1369911264.0,-7675.352499999106,4864932.862899996,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-86.0,-105.0,-105.0
0.0,0.0,235.0,2.0,11.0,13.0,1369911367.0,-7646.3392999991775,4864932.2717999965,-74.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-74.0,-105.0,-105.0
0.0,0.0,233.0,2.0,11.0,13.0,1369911481.0,-7643.385099999607,4864928.0748,-88.0,-105.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-74.0,-75.0,-105.0,-105.0
0.0,0.0,231.0,2.0,11.0,13.0,1369911613.0,-7641.28579999879,4864920.750600003,-105.0,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-84.0,-105.0,-105.0
0.0,0.0,232.0,2.0,11.0,13.0,1369911573.0,-7641.771899998188,4864922.445900001,-86.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-75.0,-105.0,-105.0
0.0,0.0,230.0,2.0,11.0,13.0,1369911647.0,-7639.649500001222,4864915.041199997,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-88.0,-105.0,-105.0
0.0,0.0,222.0,2.0,11.0,13.0,1369911541.0,-7646.244600001723,4864925.928999998,-76.0,-81.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-72.0,-74.0,-105.0,-105.0
2.0,0.0,214.0,1.0,11.0,13.0,1369927000.0,-7653.343301445246,4864920.963251494,-87.0,-90.0,-105.0,-105.0,-72.0,-72.0,-105.0,-105.0,-77.0,-78.0,-105.0,-105.0
0.0,0.0,225.0,2.0,11.0,13.0,1369911795.0,-7637.728900000453,4864903.183399998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0,-90.0,-105.0,-105.0
0.0,0.0,229.0,2.0,11.0,13.0,1369911718.0,-7639.136199999601,4864913.2513,-97.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-86.0,-105.0,-105.0
0.0,0.0,227.0,2.0,11.0,13.0,1369911756.0,-7636.960200000554,4864905.659699999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-96.0,-105.0,-105.0,-105.0
0.0,0.0,224.0,2.0,11.0,13.0,1369911683.0,-7640.703999999911,4864913.5625,-105.0,-94.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-91.0,-105.0,-105.0
1.0,0.0,211.0,2.0,11.0,13.0,1369927675.0,-7638.807999998331,4864907.044100001,-92.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-76.0,-105.0,-105.0
1.0,0.0,210.0,2.0,11.0,13.0,1369927645.0,-7638.276000000536,4864905.187200002,-95.0,-105.0,-105.0,-105.0,-105.0,-94.0,-105.0,-105.0,-79.0,-78.0,-105.0,-105.0
1.0,0.0,209.0,2.0,11.0,13.0,1369927610.0,-7636.297600001097,4864898.285099998,-91.0,-95.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-79.0,-105.0,-105.0
1.0,0.0,208.0,2.0,11.0,13.0,1369927712.0,-7637.002399999648,4864905.532300003,-90.0,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-82.0,-105.0,-105.0
1.0,0.0,205.0,2.0,11.0,13.0,1369927802.0,-7639.690999999642,4864914.912799999,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-66.0,-67.0,-105.0,-105.0
1.0,0.0,205.0,1.0,11.0,13.0,1369927854.0,-7636.342433217913,4864916.821609519,-105.0,-98.0,-99.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-74.0,-105.0,-105.0
1.0,0.0,206.0,2.0,11.0,13.0,1369927774.0,-7639.180100001395,4864913.130099997,-105.0,-87.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-76.0,-75.0,-105.0,-105.0
1.0,0.0,204.0,2.0,11.0,13.0,1369927928.0,-7641.329799998552,4864920.629500002,-81.0,-81.0,-105.0,-105.0,-105.0,-85.0,-105.0,-105.0,-66.0,-66.0,-105.0,-105.0
1.0,0.0,207.0,2.0,11.0,13.0,1369927739.0,-7637.556499999016,4864907.466200002,-105.0,-92.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-79.0,-76.0,-105.0,-105.0
1.0,0.0,203.0,2.0,11.0,13.0,1369927972.0,-7641.81230000034,4864922.313900001,-77.0,-74.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,-56.0,-53.0,-105.0,-105.0
1.0,0.0,202.0,2.0,11.0,13.0,1369928001.0,-7643.428199999034,4864927.950800002,-73.0,-72.0,-105.0,-105.0,-70.0,-70.0,-105.0,-105.0,-61.0,-60.0,-105.0,-105.0
1.0,0.0,202.0,2.0,11.0,13.0,1369928020.0,-7643.428199999034,4864927.950800002,-76.0,-75.0,-105.0,-105.0,-67.0,-67.0,-105.0,-105.0,-56.0,-57.0,-105.0,-105.0
1.0,0.0,201.0,2.0,11.0,13.0,1369928054.0,-7644.034899998456,4864930.066799998,-76.0,-105.0,-105.0,-105.0,-90.0,-88.0,-105.0,-105.0,-55.0,-55.0,-105.0,-105.0
1.0,0.0,235.0,2.0,11.0,13.0,1369928177.0,-7656.559099998325,4864938.028999999,-105.0,-84.0,-105.0,-105.0,-76.0,-76.0,-105.0,-105.0,-53.0,-54.0,-105.0,-105.0
1.0,0.0,213.0,2.0,11.0,13.0,1369928089.0,-7646.423599999398,4864925.757100001,-76.0,-75.0,-105.0,-105.0,-78.0,-79.0,-105.0,-105.0,-48.0,-49.0,-105.0,-105.0
1.0,0.0,215.0,2.0,11.0,13.0,1369928253.0,-7661.753100000322,4864938.275399998,-76.0,-80.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-60.0,-60.0,-105.0,-105.0
1.0,0.0,214.0,2.0,11.0,13.0,1369928217.0,-7659.935300000012,4864938.7962,-81.0,-80.0,-105.0,-105.0,-79.0,-82.0,-105.0,-105.0,-57.0,-60.0,-105.0,-105.0
1.0,0.0,234.0,2.0,11.0,13.0,1369928140.0,-7646.206399999559,4864932.4318,-79.0,-105.0,-105.0,-105.0,-83.0,-85.0,-105.0,-105.0,-58.0,-58.0,-105.0,-105.0
1.0,0.0,217.0,2.0,11.0,13.0,1369928310.0,-7669.247800000012,4864936.126800001,-105.0,-105.0,-105.0,-105.0,-70.0,-71.0,-105.0,-105.0,-66.0,-67.0,-105.0,-105.0
1.0,0.0,216.0,2.0,11.0,13.0,1369928282.0,-7667.351799998432,4864936.670500003,-79.0,-105.0,-105.0,-105.0,-80.0,-74.0,-105.0,-105.0,-58.0,-57.0,-105.0,-105.0
1.0,0.0,218.0,2.0,11.0,13.0,1369928340.0,-7674.972300000489,4864934.486199997,-105.0,-105.0,-105.0,-105.0,-69.0,-74.0,-105.0,-105.0,-68.0,-69.0,-105.0,-105.0
1.0,0.0,219.0,2.0,11.0,13.0,1369928367.0,-7676.643599998206,4864934.006999999,-105.0,-105.0,-105.0,-105.0,-75.0,-82.0,-105.0,-105.0,-72.0,-69.0,-105.0,-105.0
1.0,0.0,225.0,2.0,11.0,13.0,1369928451.0,-7682.084399998188,4864930.865400001,-105.0,-105.0,-105.0,-105.0,-79.0,-78.0,-105.0,-105.0,-81.0,-81.0,-105.0,-105.0
1.0,0.0,220.0,2.0,11.0,13.0,1369928487.0,-7682.559099998325,4864932.3116,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-105.0,-105.0,-81.0,-80.0,-105.0,-105.0
1.0,0.0,224.0,2.0,11.0,13.0,1369928545.0,-7683.855900000781,4864930.357900001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-80.0,-80.0,-105.0,-105.0
1.0,0.0,221.0,2.0,11.0,13.0,1369928522.0,-7684.298099998385,4864931.813000001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-83.0,-105.0,-105.0
1.0,0.0,226.0,2.0,11.0,13.0,1369928408.0,-7675.406700000167,4864932.779600002,-105.0,-97.0,-105.0,-105.0,-77.0,-78.0,-105.0,-105.0,-77.0,-76.0,-105.0,-105.0
1.0,0.0,230.0,2.0,11.0,13.0,1369928695.0,-7647.626299999654,4864944.457699999,-80.0,-82.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0
1.0,0.0,233.0,2.0,11.0,13.0,1369928664.0,-7650.165600001812,4864937.056900002,-76.0,-74.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-61.0,-59.0,-89.0,-105.0
1.0,0.0,222.0,2.0,11.0,13.0,1369928580.0,-7691.338399998844,4864928.212899998,-105.0,-105.0,-105.0,-105.0,-86.0,-93.0,-105.0,-105.0,-95.0,-87.0,-105.0,-105.0
1.0,0.0,223.0,2.0,11.0,13.0,1369928611.0,-7689.513399999589,4864928.736100003,-105.0,-105.0,-105.0,-105.0,-80.0,-81.0,-105.0,-105.0,-81.0,-81.0,-105.0,-105.0
1.0,0.0,228.0,2.0,11.0,13.0,1369928775.0,-7643.092399999499,4864947.8138,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-85.0,-105.0,-105.0
1.0,0.0,130.0,2.0,11.0,13.0,1369928868.0,-7633.04149999842,4864971.012100004,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-105.0,-90.0,-89.0,-70.0,-70.0
1.0,0.0,138.0,2.0,11.0,13.0,1369928916.0,-7632.2586999982595,4864982.0603,-105.0,-105.0,-88.0,-88.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-59.0,-59.0
1.0,0.0,128.0,2.0,11.0,13.0,1369928832.0,-7633.205600000918,4864965.108800001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-83.0
1.0,0.0,229.0,2.0,11.0,13.0,1369928726.0,-7645.041900001466,4864948.917999998,-91.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-79.0,-90.0,-90.0
1.0,0.0,116.0,2.0,11.0,13.0,1369928997.0,-7635.040800001472,4864986.063900001,-105.0,-105.0,-87.0,-86.0,-105.0,-105.0,-67.0,-66.0,-105.0,-105.0,-59.0,-58.0
1.0,0.0,117.0,2.0,11.0,13.0,1369929040.0,-7636.679000001401,4864991.778700002,-105.0,-105.0,-81.0,-82.0,-90.0,-105.0,-74.0,-72.0,-105.0,-105.0,-56.0,-57.0
1.0,0.0,115.0,2.0,11.0,13.0,1369928956.0,-7634.477000001818,4864984.097499996,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-78.0,-105.0,-105.0,-49.0,-49.0
1.0,0.0,118.0,2.0,11.0,13.0,1369929079.0,-7637.177999999374,4864993.520599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-92.0,-105.0,-105.0,-69.0,-69.0
1.0,0.0,121.0,2.0,11.0,13.0,1369929176.0,-7640.98050000146,4865006.785599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-76.0
1.0,0.0,120.0,2.0,11.0,13.0,1369929150.0,-7639.35000000149,4865001.098099999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-69.0
1.0,0.0,126.0,2.0,11.0,13.0,1369929207.0,-7639.7153999991715,4865007.160400003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-72.0,-73.0
1.0,0.0,119.0,2.0,11.0,13.0,1369929117.0,-7638.854200001806,4864999.367600001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-86.0,-86.0,-105.0,-105.0,-68.0,-67.0
1.0,0.0,125.0,2.0,11.0,13.0,1369929242.0,-7640.289599999785,4865009.164800003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-74.0
1.0,0.0,122.0,2.0,11.0,13.0,1369929272.0,-7641.573199998587,4865008.853,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-75.0,-73.0
1.0,0.0,101.0,2.0,11.0,13.0,1369929437.0,-7618.763300001621,4864975.433799997,-105.0,-105.0,-80.0,-82.0,-105.0,-105.0,-80.0,-80.0,-105.0,-93.0,-59.0,-61.0
1.0,0.0,123.0,2.0,11.0,13.0,1369929353.0,-7642.445999998599,4865016.687799998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-84.0
1.0,0.0,124.0,2.0,11.0,13.0,1369929310.0,-7641.899399999529,4865014.780100003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-91.0,-105.0,-105.0,-83.0,-83.0
1.0,0.0,103.0,2.0,11.0,13.0,1369929604.0,-7611.129000000656,4864977.622000001,-105.0,-105.0,-77.0,-76.0,-105.0,-105.0,-76.0,-77.0,-105.0,-105.0,-72.0,-73.0
1.0,0.0,114.0,2.0,11.0,13.0,1369929565.0,-7616.670099999756,4864979.499200001,-105.0,-105.0,-83.0,-84.0,-105.0,-105.0,-83.0,-83.0,-105.0,-105.0,-61.0,-59.0
1.0,0.0,102.0,2.0,11.0,13.0,1369929490.0,-7616.688900001347,4864976.028099999,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-78.0,-79.0,-105.0,-105.0,-58.0,-58.0
1.0,0.0,113.0,2.0,11.0,13.0,1369929738.0,-7603.192400000989,4864981.479000002,-105.0,-105.0,-66.0,-68.0,-105.0,-105.0,-88.0,-88.0,-105.0,-105.0,-70.0,-71.0
1.0,0.0,105.0,2.0,11.0,13.0,1369929694.0,-7603.565099999309,4864979.790100001,-105.0,-105.0,-73.0,-74.0,-105.0,-105.0,-92.0,-99.0,-105.0,-105.0,-69.0,-75.0
1.0,0.0,112.0,2.0,11.0,13.0,1369930243.0,-7596.648699998856,4864983.354699999,-105.0,-105.0,-70.0,-71.0,-105.0,-105.0,-92.0,-91.0,-105.0,-105.0,-76.0,-82.0
1.0,0.0,106.0,2.0,11.0,13.0,1369929764.0,-7601.616200000048,4864980.348899998,-105.0,-105.0,-74.0,-74.0,-105.0,-105.0,-89.0,-105.0,-97.0,-105.0,-75.0,-74.0
1.0,0.0,111.0,2.0,11.0,13.0,1369930271.0,-7594.736999999732,4864983.902400002,-105.0,-105.0,-80.0,-81.0,-105.0,-105.0,-105.0,-95.0,-105.0,-105.0,-82.0,-76.0
1.0,0.0,107.0,2.0,11.0,13.0,1369929813.0,-7596.20320000127,4864981.900200002,-105.0,-105.0,-70.0,-70.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-81.0
1.0,0.0,110.0,2.0,11.0,13.0,1369930335.0,-7589.062399998307,4864985.529100001,-105.0,-105.0,-83.0,-84.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-86.0
1.0,0.0,109.0,2.0,11.0,13.0,1369930368.0,-7587.102299999446,4864986.090999998,-105.0,-105.0,-89.0,-87.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-80.0
2.0,0.0,132.0,2.0,11.0,13.0,1370012730.0,-7633.236699998379,4864965.063299999,-105.0,-105.0,-85.0,-85.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-91.0
1.0,0.0,108.0,2.0,11.0,13.0,1369930303.0,-7594.264100000262,4864982.456100002,-105.0,-105.0,-76.0,-76.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-88.0,-81.0
2.0,0.0,133.0,2.0,11.0,13.0,1370012771.0,-7635.6803999990225,4864966.449299999,-91.0,-105.0,-92.0,-89.0,-105.0,-105.0,-91.0,-105.0,-105.0,-105.0,-82.0,-84.0
2.0,0.0,138.0,2.0,11.0,13.0,1370012907.0,-7628.134500000626,4864977.021200001,-105.0,-105.0,-73.0,-75.0,-95.0,-105.0,-72.0,-72.0,-105.0,-105.0,-69.0,-69.0
2.0,0.0,117.0,2.0,11.0,13.0,1370012979.0,-7634.477000001818,4864984.097499996,-105.0,-105.0,-73.0,-74.0,-105.0,-105.0,-67.0,-67.0,-105.0,-105.0,-68.0,-71.0
2.0,0.0,140.0,2.0,11.0,13.0,1370012951.0,-7632.1528999991715,4864981.863899998,-105.0,-105.0,-65.0,-67.0,-105.0,-105.0,-74.0,-75.0,-105.0,-105.0,-73.0,-73.0
2.0,0.0,134.0,2.0,11.0,13.0,1370012830.0,-7633.292500000447,4864970.058799997,-105.0,-105.0,-82.0,-88.0,-105.0,-105.0,-84.0,-84.0,-105.0,-105.0,-77.0,-78.0
2.0,0.0,120.0,2.0,11.0,13.0,1370013081.0,-7637.177999999374,4864993.520599999,-105.0,-105.0,-78.0,-79.0,-105.0,-105.0,-80.0,-77.0,-105.0,-105.0,-75.0,-76.0
2.0,0.0,122.0,2.0,11.0,13.0,1370013147.0,-7639.35000000149,4865001.098099999,-105.0,-105.0,-76.0,-76.0,-105.0,-105.0,-84.0,-83.0,-105.0,-105.0,-105.0,-90.0
2.0,0.0,119.0,2.0,11.0,13.0,1370013050.0,-7636.667899999767,4864991.739799999,-105.0,-105.0,-75.0,-76.0,-105.0,-105.0,-69.0,-69.0,-105.0,-105.0,-72.0,-72.0
2.0,0.0,118.0,2.0,11.0,13.0,1370013010.0,-7635.040800001472,4864986.063900001,-105.0,-105.0,-70.0,-72.0,-105.0,-105.0,-68.0,-67.0,-105.0,-105.0,-70.0,-69.0
2.0,0.0,121.0,2.0,11.0,13.0,1370013112.0,-7638.814300000668,4864999.228200004,-105.0,-105.0,-80.0,-105.0,-105.0,-105.0,-77.0,-82.0,-105.0,-105.0,-89.0,-93.0
